sessionId,imageName,aestheticScore,qualityScore,sessionId_imageName,set
session328,iaa_pub22893_.jpg,1.98,2.084,session328_iaa_pub22893_.jpg,training
session232,iaa_pub16180_.jpg,3.72,3.84,session232_iaa_pub16180_.jpg,training
session125,iaa_pub8721_.jpg,2.9,3.052,session125_iaa_pub8721_.jpg,training
session139,iaa_pub9725_.jpg,3.12,3.3560000000000003,session139_iaa_pub9725_.jpg,training
session79,iaa_pub5474_.jpg,3.84,3.932,session79_iaa_pub5474_.jpg,training
session86,iaa_pub5983_.jpg,3.692307692307693,3.8615384615384616,session86_iaa_pub5983_.jpg,training
session125,iaa_pub8723_.jpg,3.46,3.664,session125_iaa_pub8723_.jpg,training
session66,iaa_pub4603_.jpg,2.3,2.4133333333333336,session66_iaa_pub4603_.jpg,training
session193,iaa_pub13508_.jpg,3.22,3.472,session193_iaa_pub13508_.jpg,training
session118,iaa_pub8220_.jpg,2.16,2.388,session118_iaa_pub8220_.jpg,training
session168,iaa_pub11757_.jpg,2.72,2.8960000000000004,session168_iaa_pub11757_.jpg,training
session176,iaa_pub12252_.jpg,3.82,4.012,session176_iaa_pub12252_.jpg,training
session62,iaa_pub4304_.jpg,3.18,3.516,session62_iaa_pub4304_.jpg,training
session326,iaa_pub22782_.jpg,1.9230769230769231,2.073076923076923,session326_iaa_pub22782_.jpg,training
session179,iaa_pub12479_.jpg,3.2115384615384617,3.376923076923077,session179_iaa_pub12479_.jpg,training
session156,iaa_pub10895_.jpg,3.82,4.0,session156_iaa_pub10895_.jpg,training
session362,iaa_pub25319_.jpg,3.8,3.9,session362_iaa_pub25319_.jpg,training
session213,iaa_pub14868_.jpg,4.1,4.088,session213_iaa_pub14868_.jpg,training
session102,iaa_pub7119_.jpg,2.1538461538461537,2.330769230769231,session102_iaa_pub7119_.jpg,training
session244,iaa_pub17069_.jpg,3.4285714285714284,3.6571428571428575,session244_iaa_pub17069_.jpg,training
session136,iaa_pub9501_.jpg,2.8,2.928,session136_iaa_pub9501_.jpg,training
session305,iaa_pub21310_.jpg,3.2,3.552,session305_iaa_pub21310_.jpg,training
session113,iaa_pub7875_.jpg,3.769230769230769,3.8461538461538463,session113_iaa_pub7875_.jpg,training
session136,iaa_pub9507_.jpg,3.7,3.908,session136_iaa_pub9507_.jpg,training
session105,iaa_pub7335_.jpg,3.9814814814814814,4.092592592592593,session105_iaa_pub7335_.jpg,training
session327,iaa_pub22828_.jpg,3.72,3.784,session327_iaa_pub22828_.jpg,training
session26,iaa_pub1766_.jpg,3.2,3.44,session26_iaa_pub1766_.jpg,training
session11,iaa_pub730_.jpg,3.66,3.692,session11_iaa_pub730_.jpg,training
session281,iaa_pub19639_.jpg,3.64,3.764,session281_iaa_pub19639_.jpg,training
session59,iaa_pub4080_.jpg,3.4423076923076925,3.553846153846154,session59_iaa_pub4080_.jpg,training
session349,iaa_pub24401_.jpg,3.8,3.96,session349_iaa_pub24401_.jpg,training
session406,iaa_pub28361_.jpg,3.290322580645161,3.3483870967741933,session406_iaa_pub28361_.jpg,training
session166,iaa_pub11583_.jpg,2.26,2.516,session166_iaa_pub11583_.jpg,training
session27,iaa_pub1873_.jpg,3.54,3.676,session27_iaa_pub1873_.jpg,training
session412,iaa_pub28810_.jpg,2.48,2.588,session412_iaa_pub28810_.jpg,training
session366,iaa_pub25583_.jpg,3.64,3.844,session366_iaa_pub25583_.jpg,training
session94,iaa_pub6561_.jpg,3.2857142857142856,3.4535714285714287,session94_iaa_pub6561_.jpg,training
session308,iaa_pub21496_.jpg,3.28,3.532,session308_iaa_pub21496_.jpg,training
session386,iaa_pub27001_.jpg,3.1,3.272,session386_iaa_pub27001_.jpg,training
session316,iaa_pub22068_.jpg,1.62,1.724,session316_iaa_pub22068_.jpg,training
session269,iaa_pub18824_.jpg,3.52,3.64,session269_iaa_pub18824_.jpg,training
session440,iaa_pub30749_.jpg,2.980769230769231,3.042307692307692,session440_iaa_pub30749_.jpg,training
session273,iaa_pub19076_.jpg,1.54,1.62,session273_iaa_pub19076_.jpg,training
session112,iaa_pub7808_.jpg,3.1538461538461537,3.484615384615384,session112_iaa_pub7808_.jpg,training
session121,iaa_pub8434_.jpg,3.0535714285714284,3.4714285714285715,session121_iaa_pub8434_.jpg,training
session211,iaa_pub14744_.jpg,3.3076923076923075,3.480769230769231,session211_iaa_pub14744_.jpg,training
session175,iaa_pub12198_.jpg,3.3703703703703702,3.555555555555556,session175_iaa_pub12198_.jpg,training
session212,iaa_pub14773_.jpg,3.46,3.504,session212_iaa_pub14773_.jpg,training
session345,iaa_pub24113_.jpg,2.86,3.04,session345_iaa_pub24113_.jpg,training
session281,iaa_pub19617_.jpg,3.08,3.256,session281_iaa_pub19617_.jpg,training
session331,iaa_pub23146_.jpg,3.0,3.188,session331_iaa_pub23146_.jpg,training
session366,iaa_pub25612_.jpg,3.32,3.404,session366_iaa_pub25612_.jpg,training
session214,iaa_pub14913_.jpg,3.26,3.552,session214_iaa_pub14913_.jpg,training
session183,iaa_pub12743_.jpg,2.86,2.932,session183_iaa_pub12743_.jpg,training
session150,iaa_pub10433_.jpg,2.1923076923076925,2.3615384615384616,session150_iaa_pub10433_.jpg,training
session310,iaa_pub21678_.jpg,2.7,3.008,session310_iaa_pub21678_.jpg,training
session221,iaa_pub15436_.jpg,3.1538461538461537,3.45,session221_iaa_pub15436_.jpg,training
session73,iaa_pub5062_.jpg,3.12,3.172,session73_iaa_pub5062_.jpg,training
session354,iaa_pub24728_.jpg,3.171875,3.33125,session354_iaa_pub24728_.jpg,training
session172,iaa_pub11989_.jpg,2.92,2.9360000000000004,session172_iaa_pub11989_.jpg,training
session222,iaa_pub15535_.jpg,3.28,3.484,session222_iaa_pub15535_.jpg,training
session344,iaa_pub24074_.jpg,3.2,3.392,session344_iaa_pub24074_.jpg,training
session90,iaa_pub6258_.jpg,3.44,3.588,session90_iaa_pub6258_.jpg,training
session54,iaa_pub3725_.jpg,3.04,3.236,session54_iaa_pub3725_.jpg,training
session429,iaa_pub30024_.jpg,2.8846153846153846,3.053846153846154,session429_iaa_pub30024_.jpg,training
session355,iaa_pub24842_.jpg,3.24,3.4359999999999995,session355_iaa_pub24842_.jpg,training
session114,iaa_pub7977_.jpg,2.5185185185185186,2.6185185185185187,session114_iaa_pub7977_.jpg,training
session121,iaa_pub8465_.jpg,1.5357142857142858,1.6607142857142858,session121_iaa_pub8465_.jpg,training
session94,iaa_pub6514_.jpg,3.0892857142857144,3.357142857142857,session94_iaa_pub6514_.jpg,training
session390,iaa_pub27274_.jpg,2.66,2.852,session390_iaa_pub27274_.jpg,training
session118,iaa_pub8201_.jpg,3.08,3.34,session118_iaa_pub8201_.jpg,training
session232,iaa_pub16208_.jpg,3.46,3.74,session232_iaa_pub16208_.jpg,training
session188,iaa_pub13144_.jpg,3.6296296296296298,3.744444444444444,session188_iaa_pub13144_.jpg,training
session212,iaa_pub14781_.jpg,3.54,3.648,session212_iaa_pub14781_.jpg,training
session370,iaa_pub25850_.jpg,2.4285714285714284,2.4371428571428573,session370_iaa_pub25850_.jpg,training
session349,iaa_pub24409_.jpg,2.9,3.272,session349_iaa_pub24409_.jpg,training
session262,iaa_pub18297_.jpg,3.26,3.46,session262_iaa_pub18297_.jpg,training
session227,iaa_pub15842_.jpg,3.2,3.428,session227_iaa_pub15842_.jpg,training
session323,iaa_pub22560_.jpg,3.18,3.18,session323_iaa_pub22560_.jpg,training
session234,iaa_pub16325_.jpg,3.32,3.604,session234_iaa_pub16325_.jpg,training
session143,iaa_pub9999_.jpg,3.42,3.584,session143_iaa_pub9999_.jpg,training
session119,iaa_pub8265_.jpg,2.821428571428572,3.042857142857143,session119_iaa_pub8265_.jpg,training
session376,iaa_pub26318_.jpg,3.615384615384616,3.7384615384615385,session376_iaa_pub26318_.jpg,training
session196,iaa_pub13694_.jpg,3.26,3.512,session196_iaa_pub13694_.jpg,training
session27,iaa_pub1853_.jpg,3.0,3.312,session27_iaa_pub1853_.jpg,training
session53,iaa_pub3669_.jpg,4.4,4.392,session53_iaa_pub3669_.jpg,training
session34,iaa_pub2347_.jpg,3.6,3.776,session34_iaa_pub2347_.jpg,training
session164,iaa_pub11456_.jpg,2.84,2.984,session164_iaa_pub11456_.jpg,training
session419,iaa_pub29311_.jpg,3.2115384615384617,3.257692307692308,session419_iaa_pub29311_.jpg,training
session53,iaa_pub3658_.jpg,3.12,3.2880000000000003,session53_iaa_pub3658_.jpg,training
session349,iaa_pub24386_.jpg,2.8,3.06,session349_iaa_pub24386_.jpg,training
session359,iaa_pub25074_.jpg,3.2777777777777777,3.403703703703704,session359_iaa_pub25074_.jpg,training
session364,iaa_pub25421_.jpg,1.8269230769230769,2.0576923076923075,session364_iaa_pub25421_.jpg,training
session297,iaa_pub20745_.jpg,2.8125,3.091666666666667,session297_iaa_pub20745_.jpg,training
session77,iaa_pub5325_.jpg,3.18,3.508,session77_iaa_pub5325_.jpg,training
session445,iaa_pub31117_.jpg,3.36,3.584,session445_iaa_pub31117_.jpg,training
session330,iaa_pub23090_.jpg,2.6346153846153846,2.484615384615384,session330_iaa_pub23090_.jpg,training
session387,iaa_pub27066_.jpg,2.826923076923077,3.1653846153846152,session387_iaa_pub27066_.jpg,training
session308,iaa_pub21500_.jpg,3.04,3.276,session308_iaa_pub21500_.jpg,training
session28,iaa_pub1953_.jpg,2.0961538461538463,2.1846153846153844,session28_iaa_pub1953_.jpg,training
session147,iaa_pub10240_.jpg,3.52,3.648,session147_iaa_pub10240_.jpg,training
session84,iaa_pub5855_.jpg,2.851851851851852,2.9666666666666663,session84_iaa_pub5855_.jpg,training
session158,iaa_pub10993_.jpg,1.7115384615384617,1.8692307692307693,session158_iaa_pub10993_.jpg,training
session20,iaa_pub1356_.jpg,3.24,3.508,session20_iaa_pub1356_.jpg,training
session338,iaa_pub23600_.jpg,3.121212121212121,3.284848484848485,session338_iaa_pub23600_.jpg,training
session172,iaa_pub12015_.jpg,3.7,3.696,session172_iaa_pub12015_.jpg,training
session136,iaa_pub9516_.jpg,3.4,3.728,session136_iaa_pub9516_.jpg,training
session264,iaa_pub18441_.jpg,3.066666666666667,3.2266666666666666,session264_iaa_pub18441_.jpg,training
session284,iaa_pub19826_.jpg,3.0625,3.333333333333333,session284_iaa_pub19826_.jpg,training
session76,iaa_pub5257_.jpg,3.74,3.788,session76_iaa_pub5257_.jpg,training
session41,iaa_pub2823_.jpg,3.58,3.884,session41_iaa_pub2823_.jpg,training
session72,iaa_pub5007_.jpg,3.588235294117647,3.7823529411764714,session72_iaa_pub5007_.jpg,training
session233,iaa_pub16307_.jpg,3.232142857142857,3.332142857142857,session233_iaa_pub16307_.jpg,training
session245,iaa_pub17113_.jpg,2.4444444444444446,2.6518518518518515,session245_iaa_pub17113_.jpg,training
session178,iaa_pub12392_.jpg,3.1607142857142856,3.357142857142857,session178_iaa_pub12392_.jpg,training
session147,iaa_pub10272_.jpg,3.88,3.98,session147_iaa_pub10272_.jpg,training
session197,iaa_pub13751_.jpg,3.56,3.74,session197_iaa_pub13751_.jpg,training
session224,iaa_pub15639_.jpg,3.34,3.508,session224_iaa_pub15639_.jpg,training
session273,iaa_pub19077_.jpg,3.64,3.776,session273_iaa_pub19077_.jpg,training
session120,iaa_pub8377_.jpg,3.44,3.66,session120_iaa_pub8377_.jpg,training
session248,iaa_pub17341_.jpg,2.4,2.564,session248_iaa_pub17341_.jpg,training
session104,iaa_pub7248_.jpg,3.574074074074074,3.7,session104_iaa_pub7248_.jpg,training
session288,iaa_pub20091_.jpg,2.8,2.908,session288_iaa_pub20091_.jpg,training
session351,iaa_pub24569_.jpg,2.914285714285714,3.1028571428571428,session351_iaa_pub24569_.jpg,training
session309,iaa_pub21573_.jpg,3.48,3.58,session309_iaa_pub21573_.jpg,training
session235,iaa_pub16429_.jpg,2.94,3.04,session235_iaa_pub16429_.jpg,training
session161,iaa_pub11218_.jpg,4.051724137931035,4.179310344827586,session161_iaa_pub11218_.jpg,training
session436,iaa_pub30457_.jpg,3.6,3.804,session436_iaa_pub30457_.jpg,training
session134,iaa_pub9357_.jpg,2.64,2.888,session134_iaa_pub9357_.jpg,training
session17,iaa_pub1134_.jpg,2.9545454545454546,3.2757575757575754,session17_iaa_pub1134_.jpg,training
session370,iaa_pub25843_.jpg,3.4714285714285715,3.7228571428571433,session370_iaa_pub25843_.jpg,training
session3,iaa_pub170_.jpg,3.34,3.4560000000000004,session3_iaa_pub170_.jpg,training
session48,iaa_pub3313_.jpg,4.1,4.128,session48_iaa_pub3313_.jpg,training
