sessionId,imageName,aestheticScore,qualityScore,sessionId_imageName,set
session1,iaa_pub1_.jpg,3.80952381,3.923809524,session1_iaa_pub1_.jpg,training
session1,iaa_pub2_.jpg,3.142857143,3.385714286,session1_iaa_pub2_.jpg,training
session1,iaa_pub3_.jpg,2.928571429,3.128571429,session1_iaa_pub3_.jpg,training
session1,iaa_pub4_.jpg,3.428571429,3.752380952,session1_iaa_pub4_.jpg,training
session1,iaa_pub5_.jpg,3.214285714,3.538095238,session1_iaa_pub5_.jpg,training
session1,iaa_pub8_.jpg,2.904761905,3.166666667,session1_iaa_pub8_.jpg,training
session1,iaa_pub9_.jpg,2.642857143,2.942857143,session1_iaa_pub9_.jpg,training
session1,iaa_pub10_.jpg,2.928571429,3.204761905,session1_iaa_pub10_.jpg,training
session1,iaa_pub11_.jpg,1.261904762,1.395238095,session1_iaa_pub11_.jpg,training
session1,iaa_pub12_.jpg,2.214285714,2.295238095,session1_iaa_pub12_.jpg,training
session1,iaa_pub14_.jpg,3.880952381,4.014285714,session1_iaa_pub14_.jpg,training
session1,iaa_pub15_.jpg,3.666666667,3.819047619,session1_iaa_pub15_.jpg,training
session1,iaa_pub17_.jpg,3.523809524,3.823809524,session1_iaa_pub17_.jpg,training
session1,iaa_pub19_.jpg,3.023809524,3.214285714,session1_iaa_pub19_.jpg,training
session1,iaa_pub21_.jpg,3.857142857,4.042857143,session1_iaa_pub21_.jpg,training
session1,iaa_pub22_.jpg,2.69047619,3.014285714,session1_iaa_pub22_.jpg,training
session1,iaa_pub23_.jpg,1.761904762,1.923809524,session1_iaa_pub23_.jpg,training
session1,iaa_pub24_.jpg,3.357142857,3.642857143,session1_iaa_pub24_.jpg,training
session1,iaa_pub25_.jpg,3.5,3.514285714,session1_iaa_pub25_.jpg,training
session1,iaa_pub27_.jpg,2.595238095,2.857142857,session1_iaa_pub27_.jpg,training
session1,iaa_pub29_.jpg,3.571428571,3.871428571,session1_iaa_pub29_.jpg,training
session1,iaa_pub32_.jpg,3.80952381,4.033333333,session1_iaa_pub32_.jpg,training
session1,iaa_pub34_.jpg,2.666666667,2.952380952,session1_iaa_pub34_.jpg,training
session1,iaa_pub37_.jpg,3.214285714,3.39047619,session1_iaa_pub37_.jpg,training
session1,iaa_pub38_.jpg,2.285714286,2.438095238,session1_iaa_pub38_.jpg,training
session1,iaa_pub41_.jpg,3.428571429,3.7,session1_iaa_pub41_.jpg,training
session1,iaa_pub42_.jpg,3.857142857,3.957142857,session1_iaa_pub42_.jpg,training
session1,iaa_pub43_.jpg,2.857142857,3.123809524,session1_iaa_pub43_.jpg,training
session1,iaa_pub44_.jpg,3.571428571,3.738095238,session1_iaa_pub44_.jpg,training
session1,iaa_pub46_.jpg,3.166666667,3.466666667,session1_iaa_pub46_.jpg,training
session1,iaa_pub47_.jpg,4.142857143,4.304761905,session1_iaa_pub47_.jpg,training
session1,iaa_pub48_.jpg,1.619047619,1.795238095,session1_iaa_pub48_.jpg,training
session1,iaa_pub50_.jpg,3.976190476,4.19047619,session1_iaa_pub50_.jpg,training
session1,iaa_pub52_.jpg,2.642857143,2.838095238,session1_iaa_pub52_.jpg,training
session1,iaa_pub53_.jpg,3.142857143,3.4,session1_iaa_pub53_.jpg,training
session1,iaa_pub55_.jpg,3.071428571,3.385714286,session1_iaa_pub55_.jpg,training
session1,iaa_pub56_.jpg,3.595238095,3.785714286,session1_iaa_pub56_.jpg,training
session1,iaa_pub58_.jpg,3.214285714,3.442857143,session1_iaa_pub58_.jpg,training
session1,iaa_pub61_.jpg,2.642857143,2.947619048,session1_iaa_pub61_.jpg,training
session1,iaa_pub62_.jpg,3.19047619,3.376190476,session1_iaa_pub62_.jpg,training
session1,iaa_pub63_.jpg,3.285714286,3.547619048,session1_iaa_pub63_.jpg,training
session1,iaa_pub64_.jpg,3.619047619,3.857142857,session1_iaa_pub64_.jpg,training
session1,iaa_pub65_.jpg,3.380952381,3.595238095,session1_iaa_pub65_.jpg,training
session1,iaa_pub66_.jpg,3.928571429,4.066666667,session1_iaa_pub66_.jpg,training
session1,iaa_pub69_.jpg,3.166666667,3.519047619,session1_iaa_pub69_.jpg,training
session1,iaa_pub70_.jpg,3.285714286,3.519047619,session1_iaa_pub70_.jpg,training
session10,iaa_pub631_.jpg,2.217391304,2.504347826,session10_iaa_pub631_.jpg,training
session10,iaa_pub632_.jpg,1.608695652,1.713043478,session10_iaa_pub632_.jpg,training
session10,iaa_pub633_.jpg,2.804347826,3.208695652,session10_iaa_pub633_.jpg,training
session10,iaa_pub634_.jpg,2.913043478,3.217391304,session10_iaa_pub634_.jpg,training
session10,iaa_pub635_.jpg,2.826086957,3.12173913,session10_iaa_pub635_.jpg,training
session10,iaa_pub637_.jpg,3.347826087,3.743478261,session10_iaa_pub637_.jpg,training
session10,iaa_pub638_.jpg,3.282608696,3.630434783,session10_iaa_pub638_.jpg,training
session10,iaa_pub639_.jpg,2.804347826,3.095652174,session10_iaa_pub639_.jpg,training
session10,iaa_pub640_.jpg,2.173913043,2.295652174,session10_iaa_pub640_.jpg,training
session10,iaa_pub641_.jpg,3.108695652,3.513043478,session10_iaa_pub641_.jpg,training
session10,iaa_pub642_.jpg,3.847826087,3.943478261,session10_iaa_pub642_.jpg,training
session10,iaa_pub643_.jpg,2.97826087,3.408695652,session10_iaa_pub643_.jpg,training
session10,iaa_pub644_.jpg,3.5,3.756521739,session10_iaa_pub644_.jpg,training
session10,iaa_pub645_.jpg,3.108695652,3.282608696,session10_iaa_pub645_.jpg,training
session10,iaa_pub646_.jpg,1.543478261,1.752173913,session10_iaa_pub646_.jpg,training
session10,iaa_pub647_.jpg,3.108695652,3.491304348,session10_iaa_pub647_.jpg,training
session10,iaa_pub648_.jpg,2.847826087,3.12173913,session10_iaa_pub648_.jpg,training
session10,iaa_pub649_.jpg,3.891304348,3.986956522,session10_iaa_pub649_.jpg,training
session10,iaa_pub650_.jpg,2.369565217,2.62173913,session10_iaa_pub650_.jpg,training
session10,iaa_pub651_.jpg,3.260869565,3.504347826,session10_iaa_pub651_.jpg,training
session10,iaa_pub653_.jpg,2.913043478,3.27826087,session10_iaa_pub653_.jpg,training
session10,iaa_pub654_.jpg,3.043478261,3.469565217,session10_iaa_pub654_.jpg,training
session10,iaa_pub655_.jpg,3.195652174,3.343478261,session10_iaa_pub655_.jpg,training
