sessionId,imageName,aestheticScore,qualityScore,sessionId_imageName,set,pred_aesthetic,pred_quality
session46,iaa_pub3212_.jpg,3.5961538461538463,3.673076923076923,session46_iaa_pub3212_.jpg,test,3.286508560180664,3.552156686782837
session428,iaa_pub29948_.jpg,2.9,3.008,session428_iaa_pub29948_.jpg,test,3.1096415519714355,3.2593483924865723
session108,iaa_pub7516_.jpg,2.36,2.496,session108_iaa_pub7516_.jpg,test,2.3975045680999756,2.514125108718872
session23,iaa_pub1608_.jpg,3.94,4.04,session23_iaa_pub1608_.jpg,test,3.785536527633667,3.8663909435272217
session154,iaa_pub10739_.jpg,3.22,3.412,session154_iaa_pub10739_.jpg,test,2.866915225982666,3.293043613433838
session159,iaa_pub11106_.jpg,3.54,3.508,session159_iaa_pub11106_.jpg,test,3.5236446857452393,3.6059420108795166
session365,iaa_pub25522_.jpg,3.38,3.6,session365_iaa_pub25522_.jpg,test,3.251444101333618,3.4746387004852295
session232,iaa_pub16201_.jpg,2.94,3.032,session232_iaa_pub16201_.jpg,test,2.618417501449585,2.8631112575531006
session317,iaa_pub22121_.jpg,3.68,3.932,session317_iaa_pub22121_.jpg,test,3.7214345932006836,3.9619343280792236
session422,iaa_pub29521_.jpg,3.38,3.62,session422_iaa_pub29521_.jpg,test,3.3101320266723633,3.4240121841430664
session325,iaa_pub22687_.jpg,3.34,3.46,session325_iaa_pub22687_.jpg,test,3.378410816192627,3.5850207805633545
session246,iaa_pub17195_.jpg,3.46,3.528,session246_iaa_pub17195_.jpg,test,3.250124454498291,3.535015106201172
session275,iaa_pub19238_.jpg,3.1346153846153846,3.2961538461538464,session275_iaa_pub19238_.jpg,test,2.965416193008423,3.1206514835357666
session103,iaa_pub7165_.jpg,2.26,2.48,session103_iaa_pub7165_.jpg,test,2.721381664276123,2.947732448577881
session92,iaa_pub6410_.jpg,3.5,3.780769230769231,session92_iaa_pub6410_.jpg,test,3.4950034618377686,3.597168207168579
session43,iaa_pub2976_.jpg,3.02,3.3,session43_iaa_pub2976_.jpg,test,3.146723747253418,3.4024879932403564
session57,iaa_pub3953_.jpg,3.678571428571429,3.9071428571428575,session57_iaa_pub3953_.jpg,test,3.6020102500915527,3.725175142288208
session281,iaa_pub19648_.jpg,3.64,3.776,session281_iaa_pub19648_.jpg,test,3.390751600265503,3.649630308151245
session364,iaa_pub25479_.jpg,2.8846153846153846,3.1153846153846154,session364_iaa_pub25479_.jpg,test,2.8430583477020264,3.0759222507476807
session111,iaa_pub7723_.jpg,2.9038461538461537,3.103846153846154,session111_iaa_pub7723_.jpg,test,2.9859747886657715,3.0992114543914795
session57,iaa_pub3946_.jpg,2.357142857142857,2.5285714285714285,session57_iaa_pub3946_.jpg,test,2.4535467624664307,2.715866804122925
session108,iaa_pub7506_.jpg,2.88,3.192,session108_iaa_pub7506_.jpg,test,2.997973680496216,3.2301747798919678
session39,iaa_pub2683_.jpg,3.574074074074074,3.659259259259259,session39_iaa_pub2683_.jpg,test,3.2012579441070557,3.3707849979400635
session405,iaa_pub28315_.jpg,3.8,3.916,session405_iaa_pub28315_.jpg,test,3.5498318672180176,3.5898029804229736
session438,iaa_pub30604_.jpg,3.4615384615384617,3.5846153846153848,session438_iaa_pub30604_.jpg,test,3.497501850128174,3.549487829208374
session377,iaa_pub26331_.jpg,3.333333333333333,3.4333333333333336,session377_iaa_pub26331_.jpg,test,3.124056577682495,3.387094736099243
session351,iaa_pub24516_.jpg,2.9714285714285715,3.2542857142857144,session351_iaa_pub24516_.jpg,test,2.945394992828369,3.2029449939727783
session50,iaa_pub3483_.jpg,1.48,1.584,session50_iaa_pub3483_.jpg,test,1.6382440328598022,1.5531742572784424
session49,iaa_pub3416_.jpg,2.98,3.052,session49_iaa_pub3416_.jpg,test,2.585031509399414,2.5669970512390137
session153,iaa_pub10654_.jpg,1.72,1.8,session153_iaa_pub10654_.jpg,test,1.6019957065582275,1.6380867958068848
session183,iaa_pub12801_.jpg,3.02,3.212,session183_iaa_pub12801_.jpg,test,3.0194778442382812,3.1564812660217285
session354,iaa_pub24748_.jpg,3.34375,3.503125,session354_iaa_pub24748_.jpg,test,3.101867437362671,3.399380922317505
session68,iaa_pub4708_.jpg,3.2,3.488,session68_iaa_pub4708_.jpg,test,3.0852010250091553,3.1847751140594482
session336,iaa_pub23453_.jpg,2.86,3.248,session336_iaa_pub23453_.jpg,test,2.9882090091705322,3.1615498065948486
session303,iaa_pub21174_.jpg,3.22,3.48,session303_iaa_pub21174_.jpg,test,2.8795061111450195,3.0635201930999756
session78,iaa_pub5441_.jpg,3.06,3.388,session78_iaa_pub5441_.jpg,test,2.66640567779541,2.8877806663513184
session402,iaa_pub28112_.jpg,3.5576923076923075,3.673076923076923,session402_iaa_pub28112_.jpg,test,3.1768205165863037,3.4210612773895264
session69,iaa_pub4767_.jpg,1.74,1.924,session69_iaa_pub4767_.jpg,test,1.7137773036956787,1.8880391120910645
session7,iaa_pub445_.jpg,3.38,3.748,session7_iaa_pub445_.jpg,test,3.6710317134857178,3.810656785964966
session54,iaa_pub3751_.jpg,2.54,2.572,session54_iaa_pub3751_.jpg,test,2.623708963394165,2.810765504837036
session388,iaa_pub27128_.jpg,2.76,2.9360000000000004,session388_iaa_pub27128_.jpg,test,2.694439649581909,2.866743326187134
session133,iaa_pub9308_.jpg,1.4285714285714286,1.5571428571428572,session133_iaa_pub9308_.jpg,test,0.9085946679115295,1.1302268505096436
session295,iaa_pub20638_.jpg,3.72,3.904,session295_iaa_pub20638_.jpg,test,3.4390556812286377,3.602919101715088
session309,iaa_pub21600_.jpg,2.9,3.116,session309_iaa_pub21600_.jpg,test,2.7007157802581787,2.9805190563201904
session94,iaa_pub6553_.jpg,2.875,3.2142857142857144,session94_iaa_pub6553_.jpg,test,3.1764254570007324,3.2475123405456543
session404,iaa_pub28268_.jpg,2.6153846153846154,2.730769230769231,session404_iaa_pub28268_.jpg,test,2.73362135887146,2.870211362838745
session22,iaa_pub1507_.jpg,3.1,3.3280000000000003,session22_iaa_pub1507_.jpg,test,2.720653533935547,3.1078202724456787
session282,iaa_pub19713_.jpg,3.36,3.664,session282_iaa_pub19713_.jpg,test,3.3533387184143066,3.5493390560150146
session275,iaa_pub19198_.jpg,2.8461538461538463,3.0,session275_iaa_pub19198_.jpg,test,2.7312111854553223,2.8966400623321533
session333,iaa_pub23292_.jpg,2.730769230769231,2.792307692307692,session333_iaa_pub23292_.jpg,test,2.1807992458343506,2.193793535232544
session245,iaa_pub17142_.jpg,3.074074074074074,3.4074074074074074,session245_iaa_pub17142_.jpg,test,3.1858818531036377,3.4235947132110596
session383,iaa_pub26762_.jpg,3.074074074074074,3.4,session383_iaa_pub26762_.jpg,test,2.861923933029175,3.100562810897827
session238,iaa_pub16625_.jpg,2.82,3.108,session238_iaa_pub16625_.jpg,test,2.8446056842803955,3.02555775642395
session359,iaa_pub25098_.jpg,2.592592592592593,2.774074074074074,session359_iaa_pub25098_.jpg,test,2.6020314693450928,2.818773031234741
session226,iaa_pub15779_.jpg,3.4375,3.7,session226_iaa_pub15779_.jpg,test,3.247044324874878,3.4579269886016846
session51,iaa_pub3523_.jpg,2.6153846153846154,2.707692307692308,session51_iaa_pub3523_.jpg,test,2.464684247970581,2.6089060306549072
session408,iaa_pub28503_.jpg,3.2580645161290325,3.435483870967742,session408_iaa_pub28503_.jpg,test,3.073681354522705,3.218289375305176
session89,iaa_pub6166_.jpg,2.9,3.156,session89_iaa_pub6166_.jpg,test,3.0499589443206787,3.417682647705078
session216,iaa_pub15086_.jpg,3.54,3.656,session216_iaa_pub15086_.jpg,test,3.2010815143585205,3.3956758975982666
session389,iaa_pub27168_.jpg,2.12,2.216,session389_iaa_pub27168_.jpg,test,2.04880952835083,2.288093328475952
session257,iaa_pub17926_.jpg,3.14,3.2960000000000003,session257_iaa_pub17926_.jpg,test,3.0977158546447754,3.3116776943206787
session393,iaa_pub27470_.jpg,3.2,3.392,session393_iaa_pub27470_.jpg,test,3.090136766433716,3.1897270679473877
session61,iaa_pub4249_.jpg,2.857142857142857,3.1107142857142853,session61_iaa_pub4249_.jpg,test,2.7460782527923584,2.911578416824341
session3,iaa_pub204_.jpg,3.24,3.344,session3_iaa_pub204_.jpg,test,3.1047377586364746,3.143458366394043
session348,iaa_pub24333_.jpg,3.44,3.612,session348_iaa_pub24333_.jpg,test,3.1390438079833984,3.4002883434295654
session37,iaa_pub2572_.jpg,3.52,3.808,session37_iaa_pub2572_.jpg,test,3.217867136001587,3.417612075805664
session133,iaa_pub9303_.jpg,3.25,3.314285714285714,session133_iaa_pub9303_.jpg,test,2.944892644882202,3.0726478099823
session58,iaa_pub4019_.jpg,1.93939393939394,2.018181818181818,session58_iaa_pub4019_.jpg,test,1.8469244241714478,2.0025851726531982
session338,iaa_pub23599_.jpg,3.242424242424242,3.418181818181818,session338_iaa_pub23599_.jpg,test,3.275269031524658,3.4410951137542725
session124,iaa_pub8612_.jpg,3.0892857142857144,3.3428571428571425,session124_iaa_pub8612_.jpg,test,3.012787103652954,3.192704916000366
session384,iaa_pub26855_.jpg,1.4,1.508,session384_iaa_pub26855_.jpg,test,1.2591502666473389,1.4141063690185547
session382,iaa_pub26681_.jpg,2.8461538461538463,3.0846153846153848,session382_iaa_pub26681_.jpg,test,2.784944534301758,2.7917044162750244
session132,iaa_pub9198_.jpg,1.8571428571428568,2.2214285714285715,session132_iaa_pub9198_.jpg,test,1.6097168922424316,1.6889772415161133
session285,iaa_pub19924_.jpg,2.94,2.932,session285_iaa_pub19924_.jpg,test,2.9540278911590576,3.135709524154663
session306,iaa_pub21361_.jpg,2.94,3.22,session306_iaa_pub21361_.jpg,test,3.1342785358428955,3.3721494674682617
session224,iaa_pub15651_.jpg,3.58,3.732,session224_iaa_pub15651_.jpg,test,3.6949236392974854,3.796266794204712
session53,iaa_pub3647_.jpg,3.54,3.66,session53_iaa_pub3647_.jpg,test,3.3478307723999023,3.5545272827148438
session338,iaa_pub23602_.jpg,3.015151515151515,3.178787878787879,session338_iaa_pub23602_.jpg,test,3.2646007537841797,3.476947069168091
session93,iaa_pub6450_.jpg,3.592592592592593,3.6666666666666665,session93_iaa_pub6450_.jpg,test,3.5726568698883057,3.736880302429199
session438,iaa_pub30610_.jpg,3.269230769230769,3.423076923076923,session438_iaa_pub30610_.jpg,test,3.3901965618133545,3.5596539974212646
session384,iaa_pub26828_.jpg,2.74,3.168,session384_iaa_pub26828_.jpg,test,2.7913706302642822,3.0541694164276123
session212,iaa_pub14802_.jpg,3.42,3.452,session212_iaa_pub14802_.jpg,test,2.47662615776062,2.744558334350586
session144,iaa_pub10028_.jpg,2.185185185185185,2.207407407407408,session144_iaa_pub10028_.jpg,test,1.9617681503295898,2.0756776332855225
session279,iaa_pub19525_.jpg,3.4166666666666665,3.695833333333333,session279_iaa_pub19525_.jpg,test,3.3494744300842285,3.5208170413970947
session316,iaa_pub22061_.jpg,2.98,3.24,session316_iaa_pub22061_.jpg,test,3.108504056930542,3.311563491821289
