sessionId,imageName,aestheticScore,qualityScore,sessionId_imageName,set,pred_quality
session46,iaa_pub3212_.jpg,3.5961538461538463,3.673076923076923,session46_iaa_pub3212_.jpg,test,3.4965665340423584
session428,iaa_pub29948_.jpg,2.9,3.008,session428_iaa_pub29948_.jpg,test,3.415417194366455
session108,iaa_pub7516_.jpg,2.36,2.496,session108_iaa_pub7516_.jpg,test,2.729694366455078
session23,iaa_pub1608_.jpg,3.94,4.04,session23_iaa_pub1608_.jpg,test,3.7913448810577393
session154,iaa_pub10739_.jpg,3.22,3.412,session154_iaa_pub10739_.jpg,test,3.074571132659912
session159,iaa_pub11106_.jpg,3.54,3.508,session159_iaa_pub11106_.jpg,test,3.50864577293396
session365,iaa_pub25522_.jpg,3.38,3.6,session365_iaa_pub25522_.jpg,test,3.3479230403900146
session232,iaa_pub16201_.jpg,2.94,3.032,session232_iaa_pub16201_.jpg,test,2.850412607192993
session317,iaa_pub22121_.jpg,3.68,3.932,session317_iaa_pub22121_.jpg,test,3.8919429779052734
session422,iaa_pub29521_.jpg,3.38,3.62,session422_iaa_pub29521_.jpg,test,3.373051166534424
session325,iaa_pub22687_.jpg,3.34,3.46,session325_iaa_pub22687_.jpg,test,3.465772867202759
session246,iaa_pub17195_.jpg,3.46,3.528,session246_iaa_pub17195_.jpg,test,3.438983917236328
session275,iaa_pub19238_.jpg,3.1346153846153846,3.2961538461538464,session275_iaa_pub19238_.jpg,test,3.144613027572632
session103,iaa_pub7165_.jpg,2.26,2.48,session103_iaa_pub7165_.jpg,test,2.929182529449463
session92,iaa_pub6410_.jpg,3.5,3.780769230769231,session92_iaa_pub6410_.jpg,test,3.651425838470459
session43,iaa_pub2976_.jpg,3.02,3.3,session43_iaa_pub2976_.jpg,test,3.462796688079834
session57,iaa_pub3953_.jpg,3.678571428571429,3.9071428571428575,session57_iaa_pub3953_.jpg,test,3.6105833053588867
session281,iaa_pub19648_.jpg,3.64,3.776,session281_iaa_pub19648_.jpg,test,3.5956485271453857
session364,iaa_pub25479_.jpg,2.8846153846153846,3.1153846153846154,session364_iaa_pub25479_.jpg,test,3.1641502380371094
session111,iaa_pub7723_.jpg,2.9038461538461537,3.103846153846154,session111_iaa_pub7723_.jpg,test,3.20668363571167
session57,iaa_pub3946_.jpg,2.357142857142857,2.5285714285714285,session57_iaa_pub3946_.jpg,test,2.6255011558532715
session108,iaa_pub7506_.jpg,2.88,3.192,session108_iaa_pub7506_.jpg,test,3.2815113067626953
session39,iaa_pub2683_.jpg,3.574074074074074,3.659259259259259,session39_iaa_pub2683_.jpg,test,3.557687759399414
session405,iaa_pub28315_.jpg,3.8,3.916,session405_iaa_pub28315_.jpg,test,3.395836353302002
session438,iaa_pub30604_.jpg,3.4615384615384617,3.5846153846153848,session438_iaa_pub30604_.jpg,test,3.5668187141418457
session377,iaa_pub26331_.jpg,3.333333333333333,3.4333333333333336,session377_iaa_pub26331_.jpg,test,3.4331319332122803
session351,iaa_pub24516_.jpg,2.9714285714285715,3.2542857142857144,session351_iaa_pub24516_.jpg,test,3.186630964279175
session50,iaa_pub3483_.jpg,1.48,1.584,session50_iaa_pub3483_.jpg,test,1.5886039733886719
session49,iaa_pub3416_.jpg,2.98,3.052,session49_iaa_pub3416_.jpg,test,2.572080373764038
session153,iaa_pub10654_.jpg,1.72,1.8,session153_iaa_pub10654_.jpg,test,1.6157419681549072
session183,iaa_pub12801_.jpg,3.02,3.212,session183_iaa_pub12801_.jpg,test,2.992753267288208
session354,iaa_pub24748_.jpg,3.34375,3.503125,session354_iaa_pub24748_.jpg,test,3.17305588722229
session68,iaa_pub4708_.jpg,3.2,3.488,session68_iaa_pub4708_.jpg,test,3.1576178073883057
session336,iaa_pub23453_.jpg,2.86,3.248,session336_iaa_pub23453_.jpg,test,3.046905517578125
session303,iaa_pub21174_.jpg,3.22,3.48,session303_iaa_pub21174_.jpg,test,3.225721836090088
session78,iaa_pub5441_.jpg,3.06,3.388,session78_iaa_pub5441_.jpg,test,2.949640989303589
session402,iaa_pub28112_.jpg,3.5576923076923075,3.673076923076923,session402_iaa_pub28112_.jpg,test,3.2728347778320312
session69,iaa_pub4767_.jpg,1.74,1.924,session69_iaa_pub4767_.jpg,test,1.7248469591140747
session7,iaa_pub445_.jpg,3.38,3.748,session7_iaa_pub445_.jpg,test,3.7127842903137207
session54,iaa_pub3751_.jpg,2.54,2.572,session54_iaa_pub3751_.jpg,test,2.672356605529785
session388,iaa_pub27128_.jpg,2.76,2.9360000000000004,session388_iaa_pub27128_.jpg,test,2.8854737281799316
session133,iaa_pub9308_.jpg,1.4285714285714286,1.5571428571428572,session133_iaa_pub9308_.jpg,test,1.1150089502334595
session295,iaa_pub20638_.jpg,3.72,3.904,session295_iaa_pub20638_.jpg,test,3.5647780895233154
session309,iaa_pub21600_.jpg,2.9,3.116,session309_iaa_pub21600_.jpg,test,3.0046305656433105
session94,iaa_pub6553_.jpg,2.875,3.2142857142857144,session94_iaa_pub6553_.jpg,test,3.1422319412231445
session404,iaa_pub28268_.jpg,2.6153846153846154,2.730769230769231,session404_iaa_pub28268_.jpg,test,2.9112777709960938
session22,iaa_pub1507_.jpg,3.1,3.3280000000000003,session22_iaa_pub1507_.jpg,test,2.8603546619415283
session282,iaa_pub19713_.jpg,3.36,3.664,session282_iaa_pub19713_.jpg,test,3.437433958053589
session275,iaa_pub19198_.jpg,2.8461538461538463,3.0,session275_iaa_pub19198_.jpg,test,2.8961312770843506
session333,iaa_pub23292_.jpg,2.730769230769231,2.792307692307692,session333_iaa_pub23292_.jpg,test,2.363893508911133
session245,iaa_pub17142_.jpg,3.074074074074074,3.4074074074074074,session245_iaa_pub17142_.jpg,test,3.3730602264404297
session383,iaa_pub26762_.jpg,3.074074074074074,3.4,session383_iaa_pub26762_.jpg,test,3.1346988677978516
