sessionId,imageName,aestheticScore,qualityScore,sessionId_imageName,set,pred_aesthetic,pred_quality
session134,iaa_pub9328_.jpg,3.159090909,3.381818182,session134_iaa_pub9328_.jpg,test,3.121441125869751,3.376255512237549
session386,iaa_pub26973_.jpg,3.88,4.012,session386_iaa_pub26973_.jpg,test,3.430419683456421,3.5843918323516846
session107,iaa_pub7476_.jpg,2.673076923,2.753846154,session107_iaa_pub7476_.jpg,test,2.47403883934021,2.5353293418884277
session287,iaa_pub20055_.jpg,3.14,3.368,session287_iaa_pub20055_.jpg,test,3.090144634246826,3.395453691482544
session125,iaa_pub8724_.jpg,2.795454545,2.895454545,session125_iaa_pub8724_.jpg,test,2.7064504623413086,2.9421637058258057
session30,iaa_pub2052_.jpg,3.18,3.516,session30_iaa_pub2052_.jpg,test,3.140719175338745,3.399622678756714
session139,iaa_pub9722_.jpg,4.25,4.172727273,session139_iaa_pub9722_.jpg,test,3.8066670894622803,3.8947041034698486
session216,iaa_pub15112_.jpg,3.217391304,3.373913043,session216_iaa_pub15112_.jpg,test,2.8863370418548584,3.0678811073303223
session233,iaa_pub16268_.jpg,3.222222222,3.348148148,session233_iaa_pub16268_.jpg,test,2.842517614364624,3.171739101409912
session399,iaa_pub27914_.jpg,3.25,3.482142857,session399_iaa_pub27914_.jpg,test,3.1470937728881836,3.352062463760376
session365,iaa_pub25498_.jpg,3.904761905,4.038095238,session365_iaa_pub25498_.jpg,test,3.283794641494751,3.4823224544525146
session205,iaa_pub14344_.jpg,3.295454545,3.345454545,session205_iaa_pub14344_.jpg,test,3.1776678562164307,3.366652011871338
session115,iaa_pub7992_.jpg,2.354166667,2.55,session115_iaa_pub7992_.jpg,test,2.699375867843628,2.825547933578491
session131,iaa_pub9106_.jpg,2.4,2.624,session131_iaa_pub9106_.jpg,test,2.5181331634521484,2.5295345783233643
session130,iaa_pub9032_.jpg,3.130434783,3.334782609,session130_iaa_pub9032_.jpg,test,2.8629848957061768,3.0623481273651123
session120,iaa_pub8385_.jpg,1.326086957,1.465217391,session120_iaa_pub8385_.jpg,test,1.397534728050232,1.4773876667022705
session173,iaa_pub12092_.jpg,3.347826087,3.517391304,session173_iaa_pub12092_.jpg,test,3.300226926803589,3.457756996154785
session236,iaa_pub16471_.jpg,3.173076923,3.346153846,session236_iaa_pub16471_.jpg,test,3.332260847091675,3.461798667907715
session363,iaa_pub25373_.jpg,3.333333333,3.547619048,session363_iaa_pub25373_.jpg,test,3.4407098293304443,3.602461099624634
session218,iaa_pub15207_.jpg,3.45,3.525,session218_iaa_pub15207_.jpg,test,2.942639112472534,3.158752679824829
session172,iaa_pub12014_.jpg,3.108695652,3.069565217,session172_iaa_pub12014_.jpg,test,3.464036226272583,3.484590530395508
session174,iaa_pub12165_.jpg,3.543478261,3.565217391,session174_iaa_pub12165_.jpg,test,3.3858439922332764,3.626586437225342
session168,iaa_pub11747_.jpg,2.434782609,2.639130435,session168_iaa_pub11747_.jpg,test,2.407900094985962,2.4775209426879883
